Latitude,Longitude,Density
35.24492296218745,-111.19151056105672,9
35.60861044842408,-111.55096910102496,94
35.4501423878491,-111.22928400562897,97
35.779762474651825,-111.47453001207887,87
35.257598650229106,-111.24502717943462,58
35.37445351169366,-111.32060007475326,85
35.48011965201862,-111.50721406081091,93
35.36224641131687,-111.37424849887654,97
35.3793496347154,-111.40976765435346,87
35.480272681398986,-111.16484800777982,91
35.36488683137614,-111.35300481943513,35
35.39543779435923,-111.75603522445081,85
35.49194017149999,-111.25696369179381,82
35.478392247862445,-111.50856836974606,73
35.26734477896359,-111.36712413402147,98
35.23555431236921,-111.75238045651369,77
35.32147646463478,-111.41510468549446,95
35.71097148176726,-111.47047625041759,49
35.42169307114706,-111.27139024045832,96
35.47387919343473,-111.63361765619156,7
35.65398317620966,-111.60418150810214,96
35.83309658419824,-111.76652544942675,98
35.39444349668649,-111.36396927042063,74
35.643501422715254,-111.45786963161814,58
35.79624536561915,-111.36579041046443,90
35.382516140729955,-111.75825013358556,74
35.23400792558322,-111.45054392597096,74
35.220934077596155,-111.75561815121496,92
35.472159817789894,-111.47965803630903,46
35.55039475832603,-111.57538532853467,71
35.44150695287439,-111.25863321526143,93
35.684847611192865,-111.4531630361621,68
35.77774747405106,-111.70941184072589,93
35.46960447281896,-111.51237670377216,99
35.56910270725619,-111.41842568798154,94
35.26299812048713,-111.2329954451717,68
35.38180899148895,-111.39911909390024,96
35.3462812047985,-111.26783550613528,84
35.24786268827051,-111.25065270671774,80
35.403719302269614,-111.31105466115754,62
35.40710684914225,-111.33479647803884,99
35.858716225215915,-111.63383743476089,92
35.213076583307284,-111.68694093266834,99
35.74386971427306,-111.37442817459505,47
35.402678066437716,-111.32934205218102,92
35.374963981928424,-111.41444717703337,81
35.45304394835561,-111.71803656222761,86
35.42377083685153,-111.21658755800532,75
35.46238879685036,-111.72587430086321,92
35.6056392689259,-111.4191125779857,69
35.56633887907447,-111.26591326979526,86
35.39730230926518,-111.54946599634492,98
35.389121993353804,-111.41008238462523,73
35.78671072826935,-111.77338167734592,93
35.27461338803307,-111.6959881368662,97
35.68572597790018,-111.48838795133621,64
35.24710611201684,-111.67239549232332,99
35.397164334866,-111.34068132042798,98
35.624677671432686,-111.61114044934082,57
35.41246678141119,-111.26647061938046,82
35.27120992760562,-111.62438623349217,75
35.62969008915869,-111.58365231819195,96
35.277654945329274,-111.43015812422274,97
35.40065498007263,-111.21360036140256,94
35.3880827855226,-111.7645639747331,88
35.435663990241906,-111.73332479291035,38
35.25158876328899,-111.65740449915914,80
35.36920248395647,-111.40377694468687,94
35.659193579112106,-111.48236504984713,65
35.3149028682448,-111.66806010295973,83
35.230381784499535,-111.73416152830907,80
35.48539693092515,-111.21893538805031,29
35.43481971350282,-111.42876639839314,63
35.64238168170377,-111.64412873964997,63
35.424683133175314,-111.19424388071866,8
35.63424106359917,-111.6305834328146,43
35.29036114414901,-111.43315968436396,96
35.244268413396135,-111.72946593874207,83
35.32831668471079,-111.3815108394841,82
35.34117406031429,-111.40392183145207,89
35.38328787501726,-111.45190340324471,52
35.77265515485935,-111.7532985298092,98
35.378361720267,-111.7491979293002,77
35.4556153436644,-111.50952594860841,49
35.63005128333074,-111.42620060823161,83
35.213568751727266,-111.75839022251887,75
35.29325656888381,-111.38953783229886,73
35.60307514396879,-111.4065340563979,60
35.27705166577123,-111.40305288286004,72
35.44590038392576,-111.74122265060211,84
35.59209052217228,-111.51554458460129,87
35.648913668259425,-111.642926186004,71
35.78050920360107,-111.36421112306809,67
35.658512396148424,-111.65718545394463,78
35.6392831226916,-111.63218415990228,79
35.31128741186188,-111.7136560343879,93
35.5062170241368,-111.42466426286906,99
35.380337499635644,-111.25301628260517,90
35.7222298234848,-111.55012063767371,92
35.44446441073079,-111.2501599513833,97
35.294204508157875,-111.34143288777891,95
35.50319924147101,-111.41574881022792,83
35.66218224939867,-111.63294034046424,64
35.424903555349005,-111.75517472542207,52
35.38333008903588,-111.43883123191453,51
35.249951904084924,-111.34377147265099,85
35.447625284500866,-111.22896296655856,66
35.1718155454684,-111.7594197169988,95
35.67946888932451,-111.63342021266871,93
35.38878832899975,-111.40911340396171,35
35.273183236508665,-111.39713877335795,52
35.48109515304366,-111.51890662373334,87
35.32018753925417,-111.67586024001874,25
35.44897454081849,-111.31084714319451,43
35.68072834396124,-111.2622892138158,83
35.65268365110324,-111.64546028862149,82
35.370233439841854,-111.41196118098576,92
35.34759791990665,-111.36609722958265,80
35.69257283442256,-111.28513522274828,83
35.464696258235904,-111.26401956856287,77
35.21519111409045,-111.25955418521778,98
35.41021222748828,-111.18893486066685,56
35.70205336859332,-111.12621084113661,76
35.438749674666916,-111.22611665770289,96
35.281745480970066,-111.40775471121455,64
35.37040773836496,-111.38077162277078,92
35.20771865514519,-111.69502862044331,97
35.38775094201756,-111.74097647383009,98
35.352042992236655,-111.82327151508417,89
35.32172592391848,-111.33816319953029,78
35.432933171680524,-111.37959262706273,89
35.197675706698526,-111.7315259926886,95
35.5469571788891,-111.5447662611479,90
35.44543899590023,-111.25284186559175,88
35.56621760685423,-111.558657495229,99
35.38131535265375,-111.7599881004475,71
35.234890429955236,-111.69383713464123,70
35.35544216821767,-111.38284814676588,97
35.2531086925724,-111.36931786372503,92
35.62747007651347,-111.49362517002473,95
35.37962828416988,-111.4176050924583,97
35.39609089751402,-111.42130981827792,76
35.596061812483235,-111.56697893453999,80
35.76833176013604,-111.74293687205895,69
35.505801978591556,-111.45653319600737,53
35.69581429912433,-111.66965642068206,56
35.645842395845506,-111.66136434440511,83
35.78166098677628,-111.3681640274285,95
35.41847282010728,-111.35506832421271,97
35.58007012743316,-111.59412042406089,37
35.328017909742705,-111.39127572556211,87
35.4447679684841,-111.36511760342681,64
35.36152986900421,-111.41599311279991,39
35.29081203660956,-111.39170842033555,65
35.39179902974613,-111.57394614147174,98
35.704520971989005,-111.5945093587923,97
35.46673444527333,-111.71785849594066,75
35.45392230174877,-111.7225711307343,92
35.26345906697363,-111.71530230162745,97
35.3409397836537,-111.39743196103127,97
35.70222617568224,-111.66151094076035,39
35.46131967920763,-111.44813607620083,93
35.76930782459571,-111.39234193791938,97
35.254553205696844,-111.67217706755844,78
35.44562144888769,-111.3638785942051,98
35.266121911300075,-111.38936751097656,53
35.63913206877751,-111.40217407735568,64
35.45264909789368,-111.5116450836757,62
35.43091069295455,-111.38957306688272,81
35.44939508141659,-111.36538360855089,76
35.27574917771206,-111.39722614565493,89
35.376928574333796,-111.40562192739768,98
35.44387168079855,-111.4042317268003,26
35.32072095410955,-111.3772957252572,10
35.322986953644296,-111.19937147531486,93
35.722970859528836,-111.47538188492868,40
35.80059593175799,-111.79057032110306,85
35.58000335066782,-111.58254614920082,89
35.24722414840462,-111.66660768000226,85
35.4384788548691,-111.20656213518139,86
35.29924776960034,-111.71170610358199,92
35.49918737170625,-111.20155490197861,91
35.657743076689044,-111.67874162986834,82
35.463250728812646,-111.70977061166131,71
35.57992255877195,-111.55980458946931,43
35.60866225698792,-111.58459562303047,95
35.241940257120724,-111.42476021875052,78
35.41700360636842,-111.4680474418606,89
35.2519879493108,-111.38746566568402,90
35.259675005019076,-111.66114476043947,93
35.372838925825874,-111.47376428104447,25
35.33914508386851,-111.41207197029927,92
35.19951701977842,-111.70094095261328,97
35.57475630075341,-111.57237017377058,47
35.65175428641752,-111.65025670444497,85
35.45960407602661,-111.21771927596662,98
35.60291296651248,-111.55627533259407,71
35.52550136249935,-111.61066103576037,94
35.79606803275793,-111.78071251076547,82
35.40039759444952,-111.33759780788559,99
35.453113229822435,-111.35638077516073,78
35.64444579021306,-111.64746969247992,84
35.47983538878673,-111.37599996120613,95
35.46232890733705,-111.46645649850954,70
35.20342265669961,-111.79151955236081,96
35.157963125871056,-111.72874486003624,92
35.62359922328402,-111.427091970472,88
35.290051690148864,-111.39886044814463,62
35.388359882044014,-111.32758661089763,83
35.553725223706536,-111.5504221590491,70
35.39800889141772,-111.60741047693165,98
35.24714088383644,-111.29233407105865,98
35.40189698082778,-111.35763870491871,67
35.6442204913704,-111.37489838360972,78
35.325207526005435,-111.36413113470775,94
35.75419297207675,-111.86434472714892,76
35.5242015606187,-111.55726046826483,89
35.326565600447644,-111.43837554743949,97
35.67432157928657,-111.4492358249834,83
35.51254828248811,-111.40631792318669,84
35.661326602900644,-111.62373395592915,79
35.42135378996926,-111.2155944499807,68
35.61746753471214,-111.406575713233,75
35.20633490900955,-111.56426411743003,95
35.63432878679992,-111.59217268916383,80
35.484608665666414,-111.36562642324492,64
35.39947220090554,-111.42706873889033,71
35.513997421422566,-111.43052119169924,87
35.77369962312331,-111.84672564871686,97
35.35056313332249,-111.3677129875185,77
35.79847344095441,-111.77956429355227,76
35.45543872236443,-111.22341717560032,98
35.26393467804684,-111.38545555017313,65
35.47577133776952,-111.30314106199087,97
35.436298460117705,-111.58038328865287,56
35.44923834776934,-111.25351434327989,94
35.48440709255914,-111.75134319941321,95
35.27023642537549,-111.72554001449562,58
35.48945033791147,-111.50168652200018,94
35.65086332161823,-111.66589096423762,94
35.25396801289235,-111.4059956749947,58
35.49006713980748,-111.23462450206732,93
35.38079644084026,-111.40876246195282,34
35.63456642383056,-111.60456464760082,99
35.442966979983765,-111.37457402726238,99
35.78940853347314,-111.3643369046169,82
35.79520569305494,-111.79475917318236,89
35.48960543110589,-111.140601757346,97
35.30525264430993,-111.42367160114878,95
35.240431483656884,-111.21756751828131,98
35.62304510190878,-111.67880018344609,96
35.44796284309978,-111.69711409289847,82
35.30413856246051,-111.41984293882203,84
35.40938017100452,-111.53703373257005,87
35.69456794279889,-111.4569458758203,53
35.22620594129079,-111.23095225019793,43
35.651533828865524,-111.64522002571962,97
35.48374596641287,-111.50087472888569,92
35.51314001368571,-111.42762452835423,81
35.279831495651344,-111.688562353682,98
35.714621731379346,-111.59950115451353,81
35.40766588510075,-111.40675344640353,95
35.62555481989573,-111.40417529121818,39
35.48051630691802,-111.48755375008693,99
35.3836653943043,-111.57913482618648,93
35.37500656428422,-111.3354300882707,80
35.638460546153105,-111.6835186526337,90
35.32874891743063,-111.59348763613227,90
35.65710354748145,-111.62968823702191,73
35.42873460584351,-111.26879110818047,83
35.372709633642856,-111.5949882286762,84
35.245955974457246,-111.69363196231812,90
35.3635212121642,-111.3605870379156,85
35.329895573629805,-111.3125290298653,82
35.52746132130285,-111.42821734104426,61
35.35697053836507,-111.41015734275744,98
35.19509439966574,-111.58953932053328,18
35.35593897603846,-111.36932214881737,84
35.69124158485638,-111.44776912044152,34
35.37404514661689,-111.40928428059212,62
35.45534796884143,-111.2943216886646,94
35.76397049998104,-111.67742961430386,90
35.636643732641396,-111.56696007572738,41
35.75054046236484,-111.75491772350021,93
35.553945242774375,-111.58114342662665,88
35.39514987671397,-111.32970239207424,95
35.78412154535963,-111.7912950989378,72
35.54073389777403,-111.56367761184426,84
35.42139694889576,-111.74448334888285,92
35.241665091396634,-111.63155547814779,48
35.23951929251204,-111.69021518438888,75
35.41203071722824,-111.244627291701,33
35.34777272157745,-111.47906721911569,90
35.636303160096034,-111.4273189943015,36
35.29122675150611,-111.30433245533611,94
35.529473015795354,-111.55605422431601,68
35.587355014555754,-111.57381228472462,93
35.25484157623994,-111.26084423527296,88
35.25412707489963,-111.65118991656482,82
35.43395986148804,-111.72463417041463,58
35.24464195986716,-111.69718061877383,85
35.45628539043353,-111.72420591092812,99
35.2109285816401,-111.94132299495345,79
35.43295916261762,-111.21288623413346,78
35.3464948239249,-111.36800740413376,83
35.749137874789525,-111.61460462805316,55
35.6272213750422,-111.58535584041346,68
35.214952072446316,-111.8228257790896,87
35.68972224101518,-111.45154064215333,92
35.35405398604815,-111.5052280994006,90
35.54605331987976,-111.70355665960167,88
35.595676294391325,-111.55123158312998,89
35.59612486892893,-111.60381578448442,97
35.42972289125002,-111.38021095744706,74
35.43913539005378,-111.78647556248843,37
35.45489778254044,-111.19794831323209,78
35.778431799720536,-111.38040290157485,48
35.574866347606985,-111.433327715417,85
35.2261920070074,-111.2430957594644,77
35.60078227504066,-111.67935827086735,27
35.3857583683977,-111.75558248513703,48
35.4574455838882,-111.24108876333642,84
35.480518340312706,-111.20798634863085,96
35.403583903178415,-111.4132277835038,82
35.82899391277597,-111.30829300919484,14
35.62318326235303,-111.61587587652612,75
35.37609766929149,-111.41032488061516,98
35.597941231968726,-111.41709726534337,75
35.327969157795216,-111.40631256779388,64
35.35232380671969,-111.80232765983695,89
35.60667766568728,-111.46140415661313,95
35.42277092963243,-111.35142922028453,54
35.384009251245594,-111.58657985425235,46
35.445024204803204,-111.2438430026978,78
35.700507794388,-111.63485676633576,92
35.24124191989705,-111.24476916759714,99
35.55159421164872,-111.60094398965946,75
35.40314952468391,-111.41119685216015,97
35.449459198891084,-111.23652485516324,63
35.4280390672556,-111.6593517640043,83
35.44505773866713,-111.24825255164053,98
35.69055666340728,-111.63144927851992,95
35.49393371410603,-111.5354743616784,69
35.21889339218261,-111.75416960751005,74
35.40049560623492,-111.33269682043688,59
35.32813148409541,-111.43318896352082,80
35.35450000077823,-111.4051164197951,98
35.28902973088513,-111.40450732834766,72
35.45991193189505,-111.18776860382422,80
35.43851145151687,-111.19666245545102,62
35.3457513031588,-111.42387363859402,96
35.61093819965026,-111.41789587076484,99
35.37874268015314,-111.22411171061245,97
35.28031579486834,-111.40914646662954,51
35.62547890891835,-111.313835592939,73
35.197517971812864,-111.71863211309098,47
35.76981787324293,-111.5788712172517,76
35.607394358675926,-111.54966430366588,95
35.25153032213608,-111.65651555955252,56
35.40053198319537,-111.31880464994936,65
35.328637331491926,-111.3877921018452,68
35.25212238053457,-111.64990225796521,88
35.2527061291866,-111.37862671822336,57
35.73350361596185,-111.68571597954994,6
35.24447076132053,-111.24368690142548,96
35.447442320793016,-111.38780008421318,85
35.39210190443966,-111.3539735270149,68
35.638653191475164,-111.64238081548744,84
35.214390577699696,-111.44490680783412,94
35.405279768816484,-111.40956328476646,95
35.609961552593624,-111.4090435988396,39
35.363258311435246,-111.42534891532723,82
35.27050216963478,-111.25841439140505,71
35.358982467234675,-111.38064781667124,97
35.60706909798607,-111.39886011228297,56
35.397092977586425,-111.16382758149533,81
35.4175244805476,-111.19667114942631,97
35.45758598520408,-111.74433236577255,59
35.608493444387804,-111.57502196193369,60
35.42060362848357,-111.36322682623097,91
35.61057248128079,-111.56128130173684,35
35.67253215550881,-111.62623697770418,64
35.449799159901154,-111.76128240627546,91
35.565783365696404,-111.50578879149913,87
35.4162308583977,-111.87108973586014,91
35.26302665444894,-111.66725679537305,95
35.48986737722018,-111.7407284273798,97
35.66794850264365,-111.46409310102636,78
35.37709958681868,-111.75235958670598,94
35.250723332741735,-111.42607636292523,27
35.40485322159615,-111.40108564782724,99
35.621671464859666,-111.40421831970505,98
35.61546138521074,-111.42508808362965,71
35.59281722079145,-111.57751495519182,96
35.363411644765755,-111.39065891142486,32
35.700885893054675,-111.45113258720819,24
35.22522577919635,-111.76203694439384,86
35.56351309122277,-111.5985699390723,86
35.57258796435037,-111.58363356223177,76
35.373134584480994,-111.68767510752187,93
35.20138205541911,-111.16179276052874,89
35.360241066953556,-111.6992524676666,94
35.45681787252859,-111.24512009020638,76
35.23118434445208,-111.38121159469317,81
35.473500536656,-111.49068935954092,70
35.361656229629894,-111.38056905405683,97
35.3639034477988,-111.46283040102007,88
35.77357940591918,-111.82437751744372,50
35.398343079121624,-111.7245380298857,42
35.50402759241715,-111.49316753194871,66
35.35391532035735,-111.40314385126716,87
35.23693302534181,-111.8031756199627,25
35.553792987898944,-111.5660906197999,34
35.69909807468398,-111.4634974960877,50
35.785468810971395,-111.36242499067721,99
35.46385342488811,-111.37107921926018,74
35.32224683784791,-111.59275720736261,95
35.47259439553135,-111.35074910199377,83
35.58098792860314,-111.55548631406967,97
35.64675973150557,-111.71312952765741,39
35.31738517288194,-111.79074340935486,86
35.762971797383905,-111.35093782724458,26
35.38326698529943,-111.75727118274638,99
35.555809280275575,-111.58038327494987,97
35.40623773769761,-111.52639241196356,96
35.625540670498154,-111.43106519357674,85
35.21391887736662,-111.74003849245848,57
35.322793652034235,-111.37394739639771,98
35.64083730461299,-111.58824692152191,65
35.43484190607964,-111.38014365098688,88
35.22686091853296,-111.45089528544771,67
35.513135432694895,-111.46259019594048,66
35.407386859476965,-111.41130651212431,65
35.22842306863057,-111.27717479314411,41
35.45527258852195,-111.21491396306443,83
35.645222430169916,-111.52268952819114,67
35.227023827493895,-111.41480499105661,97
35.612311605509454,-111.41567267004889,99
35.43622165612526,-111.37524864046699,60
35.73614448342487,-111.52007921024715,94
35.39863455627351,-111.3355759200756,97
35.385169021732935,-111.40439457901914,82
35.44190488455134,-111.25391070126749,97
35.62456390714718,-111.64120610066612,66
35.633584964373924,-111.39234735525764,53
35.37617353513463,-111.35381105068696,57
35.50410338770753,-111.72778858311537,36
35.47603820202557,-111.41254486793117,91
35.660839251234975,-111.64529790170609,90
35.81654857950974,-111.69100242085511,93
35.54854387370639,-111.2990280057951,84
35.23759594754794,-111.2221619483588,88
35.61313327828127,-111.5457997939209,64
35.796829538464905,-111.78252043569238,83
35.340962007355664,-111.57836133537873,97
35.358079210290256,-111.37706167041729,77
35.65476797959599,-111.52105176283118,85
35.606855660251625,-111.69104453181744,89
35.42283005467976,-111.42922834563193,68
35.69677016447929,-111.64714169496422,97
35.42716240503694,-111.38514745466571,78
35.442244010560216,-111.24896379982447,99
35.212645158389826,-111.74111973958266,69
35.36186253708868,-111.35336655868788,48
35.79044329923969,-111.81512756863461,44
35.58908818094496,-111.62044023523214,96
35.785264477228054,-111.78005671637733,98
35.274828545422565,-111.67671301290119,36
35.279418750779826,-111.4134050146223,74
35.44853268541049,-111.20437602885377,77
35.39021915262986,-111.57309746148132,94
35.11090619651773,-111.64349737258624,87
35.61419625483077,-111.54380472487411,84
35.24041751955867,-111.69565642493406,98
35.592862105448006,-111.41686745975188,80
35.68692675616075,-111.47252533513245,92
35.50210801286073,-111.42304720020887,84
35.56768326812165,-111.58175560511731,99
35.43267705199038,-111.38450117509134,99
35.60249816557353,-111.5631259334144,68
35.416499511271276,-111.49601488558804,64
35.288068124491,-111.43331641529129,74
35.69403871945569,-111.50839439727461,97
35.574706205898295,-111.59371319545642,90
35.692086065400076,-111.49004232533649,57
35.37149960215696,-111.37711087626018,94
35.24778495688097,-111.73661269800591,40
35.21024336238709,-111.61651696451872,83
35.18363297740654,-111.76628995521015,75
35.41877592990011,-111.41077688558978,99
35.61487362667323,-111.55280146062981,58
35.76704728918055,-111.73520087610561,91
35.36793158075514,-111.42179344533828,97
35.61112351595325,-111.55489359475436,70
35.39924673033276,-111.57365599357706,98
35.56249662582464,-111.56291059848094,91
35.33343483267353,-111.4103519812993,98
35.24981914169334,-111.23894562297608,91
35.550852279604094,-111.52176830815552,93
35.400822304237465,-111.70227583117901,94
35.6403468360674,-111.41012634708892,95
35.42610798201205,-111.41139921530537,35
35.35484067499728,-111.18584311203858,70
35.25460612703979,-111.64099352468183,94
35.51959125558183,-111.42887859374832,99
35.35083399118984,-111.39097822845824,88
35.43129271845938,-111.41188119823335,98
35.25335669368226,-111.38239066900849,74
35.54912571407365,-111.57818042421968,76
35.43813657798968,-111.23062631822312,93
35.78452023558251,-111.77950926294473,87
35.66702299008826,-111.6598516912951,59
35.40233272581679,-111.19025945013225,30
35.46775765507113,-111.717150025039,95
35.281968901954805,-111.41037736888882,86
35.63119190737234,-111.59257422833699,67
35.2969799695172,-111.37412633922291,36
35.36411404533293,-111.38405283825335,94
35.21486521748677,-111.34968240833962,82
35.43737429841734,-111.2449145189832,63
35.399214687391236,-111.36295406170828,70
35.36905217912779,-111.37812999771279,86
35.606073672168606,-111.54246294753318,94
35.63058825268621,-111.62611859443544,60
35.60063248090173,-111.61945747863008,89
35.30929507388122,-111.39486773093891,91
35.34957674870213,-111.39881725981705,90
35.588101089631074,-111.55474232384856,94
35.471587036360695,-111.2609599394505,68
35.356424033158774,-111.37146246464457,90
35.34303972821447,-111.391219536695,89
35.37744885664751,-111.33591857381965,98
35.40509119731223,-111.2620620440937,59
35.656467606947494,-111.64690953257977,94
35.51611718639874,-111.42135645161952,47
35.275738434179445,-111.40222264452967,93
35.38350665794143,-111.38344166949938,33
35.61227211513627,-111.42340222862775,76
35.42280956279723,-111.16556998939917,93
35.435430539854565,-111.67576144386777,91
35.243127889192685,-111.26728048319588,98
35.49288177168397,-111.28914471696746,90
35.563324661662755,-111.58888131874124,96
35.69198861534499,-111.45958666490695,85
35.29442188879132,-111.36791283931811,4
35.47846828740974,-111.41142851387266,19
35.50715032756555,-111.53144586167917,64
35.59739504734392,-111.56474735044816,95
35.291843011006144,-111.29167194157313,92
35.33381023806138,-111.77392976568395,94
35.64899081431359,-111.65080126398101,92
35.48972905568419,-111.44632329692733,35
35.235128246850884,-111.7210677096474,28
35.5074289016511,-111.44517724665394,83
35.41633849521378,-111.31045550841839,65
35.164002019672004,-111.264538241638,96
35.259050892925806,-111.65367997643003,97
35.6211294920915,-111.6734032215187,47
35.285731071442314,-111.40910979984433,95
35.22008248437013,-111.57067909087654,81
35.36102706896795,-111.40005122319532,98
35.60750124981355,-111.55133813449689,86
35.391404772156605,-111.61501409452103,93
35.644202473418595,-111.54091285631793,97
35.43950260409411,-111.23375186874127,66
35.49207940311735,-111.19891816072466,95
35.5726387276893,-111.20552079910378,78
35.33046463508065,-111.3547235838007,97
35.46608212497842,-111.204244139853,62
35.43904880486525,-111.38470551052633,87
35.2096257160576,-111.61185923750529,90
35.34656310084667,-111.41029193623318,83
35.49526649058109,-111.4685629791933,44
35.47373443245017,-111.55571695094557,95
35.41148668013704,-111.50182693215412,95
35.44781125860066,-111.30503171519224,86
35.379185503900764,-111.33468301028404,99
35.395631314081456,-111.75545198966967,88
35.520031407816724,-111.42042737389221,83
35.63076162203991,-111.57680585183805,41
35.561211707827745,-111.66950555165786,95
35.24321134001813,-111.69167507279244,93
35.264525376132625,-111.38497972949445,50
35.612455225326,-111.45998384682851,91
35.26725751938611,-111.72491054221128,93
35.51038617044874,-111.55337858807762,39
35.44385487203331,-111.2093067239829,84
35.178446837213656,-111.16029316499565,70
35.49571086961012,-111.56968492618611,82
35.51642702553507,-111.42362496641728,97
35.27959480103384,-111.40441706176429,99
35.30841755865511,-111.43241248105333,93
35.57743088597762,-111.37512691991748,87
35.363806814836984,-111.38065598618007,56
35.50070758415384,-111.34324764848544,90
35.33284439370372,-111.39860310094154,99
35.43839259794229,-111.217602917048,42
35.38166013345962,-111.34372365838038,97
35.214757919732214,-111.25569331904741,82
35.59409868080514,-111.53712709218863,71
35.39391744184574,-111.39318986888016,91
35.618340837037465,-111.45094344875555,53
35.63954282183834,-111.65015926668521,84
35.367624451619996,-111.30798220460063,91
35.405451369014884,-111.41440877026518,81
35.58483543053549,-111.40067758349343,61
35.274928692804224,-111.38451086964716,9
35.47620632730185,-111.49342328710108,99
35.61696662080875,-111.59422744262442,76
35.45240103297959,-111.19253876786271,72
35.36725444502707,-111.34428145334685,69
35.59661926006074,-111.51053930940067,70
35.374852506222126,-111.61122382101141,80
35.31297475372419,-111.36769153122752,58
35.48578698817143,-111.18339186868519,77
35.31983229780516,-111.3812115433749,52
35.173207178687285,-111.20411706216886,83
35.22762907628996,-111.65134438901984,27
35.337329671948225,-111.77190102288453,95
35.69165491496334,-111.46785932535153,81
35.457760230060124,-111.2626093898584,41
35.421878485037915,-111.63368157235776,93
35.6975291680189,-111.49783039711731,66
35.39553261466813,-111.2863724250947,97
35.423484299413296,-111.25516306718082,98
35.67137684732231,-111.40577270026262,92
35.40932456670222,-111.34635139700683,80
35.79598612603368,-111.76651466346041,86
35.51929060428454,-111.72795889988606,24
35.2845853049243,-111.64186488210822,79
35.265515132969156,-111.71510079410648,65
35.365175903699885,-111.46616337183843,70
35.48465283802199,-111.49726355937939,78
35.48573869279588,-111.48202690683499,98
35.34738003929313,-111.39128250502009,98
35.4524966355307,-111.36844344430449,96
35.69365685494788,-111.47108418690196,78
35.21917592216807,-111.23886000581078,63
35.24411923308343,-111.6772044456252,56
35.25809783506653,-111.40776194402731,86
35.663629215005926,-111.62364812002915,41
35.67383945424577,-111.69262657434975,59
